iteracion,a,b,c,f(c),error_x,decision
210,201.39200689699325,1100.0,201.39583619652896,-0.14906754600252725,0.0038292995357096515,CUMPLE TOL_X
211,201.39583619652896,1100.0,201.39953878278556,-0.14413532572223176,0.0037025862565940315,CUMPLE TOL_X
212,201.39953878278556,1100.0,201.40311884675143,-0.13936620444832215,0.003580063965870295,CUMPLE TOL_X
213,201.40311884675143,1100.0,201.40658044093092,-0.13475479493777698,0.0034615941794982064,CUMPLE TOL_X
214,201.40658044093092,1100.0,201.4099274839116,-0.13029588749202503,0.0033470429806641278,CUMPLE TOL_X
215,201.4099274839116,1100.0,201.41316376478161,-0.12598444413180232,0.0032362808700270307,CUMPLE TOL_X
216,201.41316376478161,1100.0,201.41629294740196,-0.12181559296124078,0.003129182620341453,CUMPLE TOL_X
217,201.41629294740196,1100.0,201.4193185745381,-0.11778462271536227,0.0030256271361395193,CUMPLE TOL_X
218,201.4193185745381,1100.0,201.42224407185589,-0.11388697748532195,0.0029254973177899046,CUMPLE TOL_X
219,201.42224407185589,1100.0,201.42507275178588,-0.1101182516152619,0.002828679929990585,CUMPLE TOL_X
220,201.42507275178588,1100.0,201.42780781726086,-0.1064741847654318,0.002735065474979592,CUMPLE TOL_X
221,201.42780781726086,1100.0,201.4304523653298,-0.10295065713654594,0.0026445480689574197,CUMPLE TOL_X
222,201.4304523653298,1100.0,201.4330093906536,-0.09954368485000487,0.0025570253237958696,CUMPLE TOL_X
223,201.4330093906536,1100.0,201.43548178888506,-0.09624941547838262,0.0024723982314469595,CUMPLE TOL_X
224,201.43548178888506,1100.0,201.43787235993807,-0.09306412372265527,0.002390571053012991,CUMPLE TOL_X
225,201.43787235993807,1100.0,201.4401838111489,-0.0899842072299748,0.0023114512108293184,CUMPLE TOL_X
226,201.4401838111489,1100.0,201.44241876033345,-0.08700618254869141,0.00223494918455458,CUMPLE TOL_X
227,201.44241876033345,1100.0,201.44457973874367,-0.084126681215281,0.002160978410216785,CUMPLE TOL_X
228,201.44457973874367,1100.0,201.44666919392682,-0.08134244596951135,0.002089455183153177,CUMPLE TOL_X
229,201.44666919392682,1100.0,201.4486894924902,-0.0786503270934702,0.002020298563365941,CUMPLE TOL_X
230,201.4486894924902,1100.0,201.450642922775,-0.07604727887016338,0.001953430284800106,CUMPLE TOL_X
231,201.450642922775,1100.0,201.45253169744194,-0.07353035615858516,0.0018887746669520311,CUMPLE TOL_X
232,201.45253169744194,1100.0,201.45435795597155,-0.07109671108071325,0.0018262585296042744,CUMPLE TOL_X
233,201.45435795597155,1100.0,201.45612376708223,-0.06874358981707474,0.0017658111106868546,CUMPLE TOL_X
234,201.45612376708223,1100.0,201.45783113106836,-0.06646832950747239,0.0017073639861280299,CUMPLE TOL_X
235,201.45783113106836,1100.0,201.45948198206142,-0.06426835525343222,0.0016508509930588389,CUMPLE TOL_X
236,201.45948198206142,1100.0,201.46107819021657,-0.06214117721862067,0.0015962081551492702,CUMPLE TOL_X
237,201.46107819021657,1100.0,201.46262156382681,-0.06008438782532721,0.00154337361024659,CUMPLE TOL_X
238,201.46262156382681,1100.0,201.4641138513678,-0.058095659041555336,0.0014922875409979497,CUMPLE TOL_X
239,201.4641138513678,1100.0,201.46555674347496,-0.05617273975860826,0.0014428921071498735,CUMPLE TOL_X
240,201.46555674347496,1100.0,201.46695187485528,-0.05431345325393977,0.0013951313803204357,CUMPLE TOL_X
241,201.46695187485528,1100.0,201.46830082613616,-0.05251569473784912,0.001348951280874644,CUMPLE TOL_X
242,201.46830082613616,1100.0,201.46960512565323,-0.05077742898026827,0.0013042995170735594,CUMPLE TOL_X
243,201.46960512565323,1100.0,201.4708662511791,-0.04909668801610678,0.0012611255258718757,CUMPLE TOL_X
244,201.4708662511791,1100.0,201.47208563159498,-0.047471568925715246,0.0012193804158755484,CUMPLE TOL_X
245,201.47208563159498,1100.0,201.47326464850715,-0.0459002316886199,0.001179016912175257,CUMPLE TOL_X
246,201.47326464850715,1100.0,201.4744046378102,-0.04438089710743043,0.0011399893030556996,CUMPLE TOL_X
247,201.4744046378102,1100.0,201.47550689119836,-0.04291184480052834,0.001102253388154395,CUMPLE TOL_X
248,201.47550689119836,1100.0,201.47657265762723,-0.04149141126043787,0.0010657664288657998,CUMPLE TOL_X
249,201.47657265762723,1100.0,201.47760314472697,-0.040117987976202585,0.001030487099740185,CUMPLE TOL_X
250,201.47760314472697,1100.0,201.47859952016896,-0.03879001961792028,0.0009963754419857196,CUMPLE TOL_X
251,201.47859952016896,1100.0,201.4795629129873,-0.03750600228033818,0.0009633928183347962,CUMPLE TOL_X
252,201.4795629129873,1100.0,201.48049441485654,-0.03626448178511055,0.0009315018692461763,CUMPLE TOL_X
253,201.48049441485654,1100.0,201.48139508132735,-0.035064052038535465,0.000900666470812439,CUMPLE TOL_X
254,201.48139508132735,1100.0,201.48226593302132,-0.033903353443037076,0.0008708516939748279,CUMPLE TOL_X
255,201.48226593302132,1100.0,201.4831079567862,-0.03278107136196695,0.0008420237648749662,CUMPLE TOL_X
256,201.4831079567862,1100.0,201.483922106813,-0.031695934634058176,0.0008141500267981883,CUMPLE TOL_X
257,201.483922106813,1100.0,201.48470930571628,-0.030646714137304798,0.0007871989032821602,CUMPLE TOL_X
258,201.48470930571628,1100.0,201.48547044557853,-0.02963222140024868,0.0007611398622486831,CUMPLE TOL_X
259,201.48547044557853,1100.0,201.48620638896023,-0.028651307258712677,0.0007359433816986893,CUMPLE TOL_X
260,201.48620638896023,1100.0,201.48691796987654,-0.027702860556985343,0.0007115809163167341,CUMPLE TOL_X
261,201.48691796987654,1100.0,201.4876059947414,-0.026785806892007713,0.0006880248648428733,CUMPLE TOL_X
262,201.4876059947414,1100.0,201.48827124328074,-0.025899107398913657,0.000665248539348795,CUMPLE TOL_X
263,201.48827124328074,1100.0,201.48891446941548,-0.025041757576218515,0.000643226134741326,CUMPLE TOL_X
264,201.48891446941548,1100.0,201.4895364021152,-0.024212786150428656,0.000621932699715444,CUMPLE TOL_X
265,201.4895364021152,1100.0,201.49013774622347,-0.023411253977656088,0.0006013441082757254,CUMPLE TOL_X
266,201.49013774622347,1100.0,201.49071918325632,-0.022636252981726557,0.0005814370328494078,CUMPLE TOL_X
267,201.49071918325632,1100.0,201.49128137217394,-0.02188690512696212,0.0005621889176268269,CUMPLE TOL_X
268,201.49128137217394,1100.0,201.49182495012693,-0.021162361425524523,0.0005435779529818774,CUMPLE TOL_X
269,201.49182495012693,1100.0,201.492350533178,-0.020461800976647737,0.000525583051086187,CUMPLE TOL_X
270,201.492350533178,1100.0,201.4928587169997,-0.01978443003847019,0.0005081838216938195,CUMPLE TOL_X
271,201.4928587169997,1100.0,201.49335007754902,-0.019129481129965598,0.0004913605493186424,CUMPLE TOL_X
272,201.49335007754902,1100.0,201.49382517171998,-0.018496212162517622,0.0004750941709517065,CUMPLE TOL_X
